gene,c6_chrom,start,end,gene_ID,Type,Synonyms
VCSEN_aTSS3593,1,1441478,1441478,"",misc_feature,""
VC1353,1,1441840,1444770,"",CDS,""
VC1354,1,1444812,1446005,rlmI,CDS,""
VCSEN_aTSS931,1,1446033,1446033,"",misc_feature,""
VCSEN_aTSS3595,1,1446153,1446153,"",misc_feature,""
VCSEN_aTSS3597,1,1446185,1446185,"",misc_feature,""
VC1355,1,1446251,1446526,yccX,CDS,""
VC1356,1,1446592,1446921,tusE,CDS,yccK
VCSEN_aTSS933,1,1446947,1446947,"",misc_feature,""
VC1358,1,1447035,1447706,yccA,CDS,""
VCSEN_aTSS935,1,1447738,1447738,"",misc_feature,""
VCSEN_aTSS937,1,1447790,1447790,"",misc_feature,""
VC1359,1,1447951,1448706,aapP,CDS,""
VC1360,1,1448729,1449826,aapM,CDS,""
VC1361,1,1449829,1451034,aapQ,CDS,""
VC1362,1,1451160,1452188,aapJ,CDS,""
VCSEN_aTSS939,1,1452309,1452309,"",misc_feature,""
VCSEN_aTSS941,1,1452386,1452386,"",misc_feature,""
VCSEN_aTSS3599,1,1452613,1452613,"",misc_feature,""
VC1363,1,1452643,1453581,"",CDS,""
VC1364,1,1453647,1454468,"",CDS,""
VCSEN_aTSS943,1,1454499,1454499,"",misc_feature,""
VCSEN_aTSS3601,1,1454780,1454780,"",misc_feature,""
VC1365,1,1454813,1455481,"",CDS,""
VC1366,1,1455494,1456189,queC,CDS,""
VC1367,1,1456161,1458083,cdgE,CDS,""
VCSEN_aTSS945,1,1458129,1458129,"",misc_feature,""
VCSEN_aTSS3603,1,1458335,1458335,"",misc_feature,""
VC1368,1,1458359,1458583,unfB,CDS,""
VC1369,1,1458740,1459756,"",CDS,""
VC1370,1,1459753,1461084,"",CDS,""
VC1371,1,1461135,1461815,"",CDS,""
VCSEN_aTSS3605,1,1462066,1462066,"",misc_feature,""
VCSEN_aTSS947,1,1462069,1462069,"",misc_feature,""
VC1372,1,1462189,1463367,"",CDS,""
VCSEN_ancRNA226,1,1462530,1462746,"",misc_RNA,""
VCSEN_aTSS949,1,1462746,1462746,"",misc_feature,""
VC1373,1,1463479,1466325,"",CDS,""
VCSEN_aTSS3607,1,1464430,1464430,"",misc_feature,""
VCSEN_ancRNA227,1,1464430,1464718,"",misc_RNA,""
VC1374,1,1466367,1468262,"",CDS,""
VC1375,1,1468262,1468894,"",CDS,""
VCSEN_aTSS3609,1,1469163,1469163,"",misc_feature,""
VCSEN_aTSS951,1,1469164,1469164,"",misc_feature,""
VCSEN_aTSS3611,1,1469372,1469372,"",misc_feature,""
VC1376,1,1469402,1470967,"",CDS,""
VC1377,1,1471032,1471562,"",CDS,""
VCSEN_aTSS3613,1,1471620,1471620,"",misc_feature,""
VCCDS1471646D,1,1471646,1471735,"",CDS,""
VC1379,1,1471848,1472312,"",CDS,""
VC1380,1,1472359,1472709,"",CDS,""
VCSEN_aTSS953,1,1472734,1472734,"",misc_feature,""
VCSEN_aTSS3615,1,1472879,1472879,"",misc_feature,""
VC1382,1,1472911,1476840,hrpA,CDS,moc
VCSEN_aTSS3617,1,1476902,1476902,"",misc_feature,""
VC1384,1,1476980,1477462,"",CDS,""
VC1386,1,1477679,1479031,"",CDS,""
VC1387,1,1479065,1479163,"",CDS,""
VCSEN_aTSS3619,1,1479126,1479126,"",misc_feature,""
VC1388,1,1479156,1480172,lplA,CDS,""
VCSEN_ancRNA229,1,1479943,1480321,"",misc_RNA,""
VCSEN_aTSS955,1,1480321,1480321,"",misc_feature,""
VC1389,1,1480408,1480587,"",CDS,""
VC1390,1,1480565,1481515,"",CDS,""
VCSEN_aTSS3621,1,1481561,1481561,"",misc_feature,""
VCSEN_aTSS957,1,1481573,1481573,"",misc_feature,""
VC1391,1,1481602,1483008,"",CDS,""
VC1392,1,1483164,1484678,cry,CDS,""
VCSEN_aTSS3623,1,1484752,1484752,"",misc_feature,""
VC1393,1,1484824,1485138,sugE,CDS,""
VC1394,1,1485193,1486428,"",CDS,""
VC1395,1,1486504,1486890,"",CDS,""
VC1396,1,1486808,1487068,"",CDS,""
VC1397,1,1487058,1489343,chea-1,CDS,""
VCSEN_aTSS3625,1,1488359,1488359,"",misc_feature,""
VCSEN_ancRNA230,1,1488359,1488639,"",misc_RNA,""
VC1398,1,1489340,1489714,cheY2,CDS,""
VC1399,1,1489689,1490555,cheR-1,CDS,""
VCSEN_aTSS3627,1,1490513,1490513,"",misc_feature,""
VCSEN_ancRNA231,1,1490513,1490990,"",misc_RNA,""
VC1400,1,1490566,1491222,"",CDS,""
VC1401,1,1491209,1492285,CheB-1,CDS,""
VC1402,1,1492306,1493868,"",CDS,""
VCSEN_aTSS3629,1,1492738,1492738,"",misc_feature,""
VCSEN_ancRNA232,1,1492738,1493125,"",misc_RNA,""
VC1403,1,1493881,1495806,"",CDS,""
VCSEN_aTSS959,1,1495879,1495879,"",misc_feature,""
VC1404,1,1495940,1496062,"",CDS,""
VCSEN_aTSS3631,1,1496227,1496227,"",misc_feature,""
VC1405,1,1496302,1498089,"",CDS,""
VCSEN_aTSS3633,1,1498160,1498160,"",misc_feature,""
VC1406,1,1498186,1499484,"",CDS,""
VCSEN_ancRNA233,1,1499343,1499543,"",misc_RNA,""
VCSEN_aTSS961,1,1499543,1499543,"",misc_feature,""
VC1407,1,1499666,1500859,rhlE,CDS,""
VC1408,1,1500918,1501520,vceR,CDS,""
VCSEN_aTSS963,1,1501547,1501547,"",misc_feature,""
VCSEN_aTSS3635,1,1501599,1501599,"",misc_feature,""
VC1409,1,1501627,1503081,vceC,CDS,""
VC1410,1,1503062,1504282,vceA,CDS,""
VC1411,1,1504292,1505827,vceB,CDS,""
VC1413,1,1505902,1507638,"",CDS,""
VCSEN_aTSS965,1,1507712,1507712,"",misc_feature,""
VC1414,1,1507860,1509344,mcar,CDS,""
VCSEN_aTSS967,1,1509372,1509372,"",misc_feature,""
VCSEN_aTSS3637,1,1509567,1509567,"",misc_feature,""
VC1415,1,1509632,1510150,hcp,CDS,""
VC1416,1,1510278,1513769,vgrG-1,CDS,""
VCSEN_ancRNA234,1,1512194,1512332,"",misc_RNA,""
VCSEN_aTSS969,1,1512332,1512332,"",misc_feature,""
VC1417,1,1513748,1514608,"",CDS,""
VCSEN_aTSS3639,1,1514191,1514191,"",misc_feature,""
VC1418,1,1514611,1516536,tseL,CDS,""
VC1419,1,1516533,1517276,tsiV1,CDS,""
VC1420,1,1517421,1518158,"",CDS,""
VCSEN_aTSS3641,1,1518220,1518220,"",misc_feature,""
VC1421,1,1518246,1518884,"",CDS,""
VC1422,1,1518957,1520333,"",CDS,""
VCSEN_ancRNA235,1,1520421,1520687,"",misc_RNA,""
VCSEN_aTSS971,1,1520687,1520687,"",misc_feature,""
VCSEN_aTSS3643,1,1520819,1520819,"",misc_feature,""
VC1423,1,1521011,1521745,"",CDS,""
VC1424,1,1521892,1522929,potD,CDS,""
VCSEN_aTSS3645,1,1522810,1522810,"",misc_feature,""
VCSEN_ancRNA236,1,1522810,1523315,"",misc_RNA,""
VCSEN_aTSS973,1,1522972,1522972,"",misc_feature,""
VC1425,1,1523041,1524072,potD,CDS,""
VC1426,1,1524175,1524945,potC,CDS,""
VC1427,1,1524945,1525805,potB,CDS,""
VC1428,1,1525786,1526919,potA,CDS,""
VCSEN_aTSS975,1,1526971,1526971,"",misc_feature,""
VCSEN_aTSS977,1,1527098,1527098,"",misc_feature,""
VCSEN_aTSS3647,1,1527188,1527188,"",misc_feature,""
VC1429,1,1527205,1528050,"",CDS,""
VC1430,1,1528040,1528843,"",CDS,""
VCSEN_ancRNA237,1,1528699,1529006,"",misc_RNA,""
VC1431,1,1528845,1529504,"",CDS,""
VCSEN_aTSS979,1,1529006,1529006,"",misc_feature,""
VC1432,1,1529581,1530513,ttcA,CDS,""
VCSEN_aTSS981,1,1530545,1530545,"",misc_feature,""
VC1433,1,1530639,1531586,uspE,CDS,""
VCSEN_aTSS983,1,1531618,1531618,"",misc_feature,""
VC1434,1,1531716,1532468,fnr,CDS,"frdB, nirA, nirR, ossA"
VCSEN_aTSS985,1,1532493,1532493,"",misc_feature,""
VC1435,1,1532558,1533232,"",CDS,""
VC1436,1,1533229,1533393,"",CDS,""
VC1437,1,1533397,1535769,ccoI,CDS,""
VC1438,1,1535774,1536250,"",CDS,""
VCSEN_aTSS987,1,1536275,1536275,"",misc_feature,""
VC1439,1,1536329,1537309,ccoP,CDS,""
VC1440,1,1537317,1537481,ccoQ,CDS,""
VC1441,1,1537493,1538113,ccoO,CDS,""
VC1442,1,1538127,1539560,ctaD,CDS,""
VCSEN_aTSS989,1,1539697,1539697,"",misc_feature,""
VCSEN_aTSS3649,1,1539753,1539753,"",misc_feature,""
VC1443,1,1539789,1540169,"",CDS,""
VCSEN_aTSS3651,1,1540243,1540243,"",misc_feature,""
VC1444,1,1540268,1541455,vpsV,CDS,""
VC1445,1,1541452,1543170,vpsS,CDS,""
VC1446,1,1543231,1545396,rtxE,CDS,""
VC1447,1,1545399,1546802,rtxD,CDS,""
VCSEN_aTSS3653,1,1546320,1546320,"",misc_feature,""
VCSEN_ancRNA238,1,1546320,1546725,"",misc_RNA,""
VC1448,1,1546757,1548865,lktB,CDS,""
VCSEN_aTSS991,1,1548903,1548903,"",misc_feature,""
VCSEN_aTSS3655,1,1549162,1549162,"",misc_feature,""
VCSEN_aTSS3657,1,1549207,1549207,"",misc_feature,""
VC1449,1,1549277,1549636,rtxH,CDS,""
VC1450,1,1549662,1550123,rtxC,CDS,""
VC1451,1,1550147,1563784,rtxA,CDS,""
VCSEN_ancRNA239,1,1554023,1554181,"",misc_RNA,""
VCSEN_aTSS993,1,1554181,1554181,"",misc_feature,""
VCSEN_ancRNA240,1,1557768,1557944,"",misc_RNA,""
VCSEN_aTSS995,1,1557944,1557944,"",misc_feature,""
VC1452,1,1564152,1564376,rstC,CDS,""
VC1453,1,1564470,1564844,rstB1,CDS,""
VC1454,1,1564822,1565901,rstA1,CDS,""
VCSEN_aTSS3659,1,1566000,1566000,"",misc_feature,""
VC1455,1,1566027,1566365,rstR1,CDS,""
VC1456,1,1566967,1567341,ctxB,CDS,""
VC1457,1,1567338,1568114,ctxA,CDS,""
VCSEN_aTSS997,1,1568135,1568135,"",misc_feature,""
VC1458,1,1568213,1569412,zot,CDS,""
VC1459,1,1569409,1569699,ace,CDS,""
VC1460,1,1569699,1570982,"",CDS,""
VC1461,1,1570993,1571241,cep,CDS,""
VCSEN_aTSS999,1,1571300,1571300,"",misc_feature,""
VC1462,1,1571377,1571760,rstB2,CDS,""
VC1463,1,1571738,1572817,rstA2,CDS,""
VCSEN_aTSS3661,1,1572916,1572916,"",misc_feature,""
VC1464,1,1572943,1573281,rstR2,CDS,""
VC1465,1,1573771,1574355,"",CDS,""
VCSEN_aTSS3663,1,1574027,1574027,"",misc_feature,""
VCSEN_ancRNA241,1,1574027,1574276,"",misc_RNA,""
VC1466,1,1574348,1574515,"",CDS,""
VCSEN_aTSS1001,1,1574529,1574529,"",misc_feature,""
VC1467,1,1574593,1575285,"",CDS,""
VC1468,1,1575415,1575699,"",CDS,""
VC1469,1,1575704,1577272,cri,CDS,""
VCSEN_aTSS3665,1,1577424,1577424,"",misc_feature,""
VC1470,1,1577434,1578000,tlcR,CDS,""
VCSEN_aTSS3667,1,1578195,1578195,"",misc_feature,""
VCSEN_ancRNA242,1,1578195,1578272,"",misc_RNA,""
VCSEN_aTSS3669,1,1578674,1578674,"",misc_feature,""
VCSEN_ancRNA243,1,1578674,1578887,"",misc_RNA,""
VCSEN_ancRNA244,1,1578736,1578930,"",misc_RNA,""
VCSEN_aTSS1003,1,1578930,1578930,"",misc_feature,""
VC1471,1,1579039,1579206,"",CDS,""
VC1472,1,1579199,1579366,"",CDS,""
VCSEN_aTSS1005,1,1579380,1579380,"",misc_feature,""
VC1473,1,1579444,1580136,"",CDS,""
VC1474,1,1580266,1580550,"",CDS,""
VC1475,1,1580555,1582123,cri,CDS,""
VCSEN_aTSS3671,1,1582275,1582275,"",misc_feature,""
VC1476,1,1582285,1582851,tlcR,CDS,""
VCSEN_aTSS3673,1,1583046,1583046,"",misc_feature,""
VC1477,1,1583160,1583513,insN,CDS,""
VC1478,1,1583510,1584382,"",CDS,""
VCSEN_aTSS3675,1,1584795,1584795,"",misc_feature,""
VCSEN_ancRNA246,1,1584795,1585008,"",misc_RNA,""
VCSEN_ancRNA245,1,1584857,1585051,"",misc_RNA,""
VCSEN_aTSS1007,1,1585051,1585051,"",misc_feature,""
VC1479,1,1585291,1585650,"",CDS,""
VCSEN_aTSS3677,1,1585418,1585418,"",misc_feature,""
VCSEN_ancRNA247,1,1585418,1586122,"",misc_RNA,""
VC1480,1,1585761,1586093,"",CDS,""
VC1481,1,1586098,1586607,matP,CDS,ycbG
VCSEN_aTSS3679,1,1586685,1586685,"",misc_feature,""
VC1482,1,1586711,1588360,"",CDS,""
VCSEN_aTSS1009,1,1586747,1586747,"",misc_feature,""
VCSEN_aTSS3681,1,1588402,1588402,"",misc_feature,""
VC1483,1,1588425,1588943,fabA,CDS,""
VC1484,1,1589026,1589199,rmf,CDS,"ramB, rimF, rimG, res"
VCSEN_aTSS1011,1,1589284,1589284,"",misc_feature,""
VC1485,1,1589366,1591060,"",CDS,""
VC1486,1,1591066,1592985,uup,CDS,""
VCSEN_aTSS1013,1,1591272,1591272,"",misc_feature,""
VC1487,1,1592963,1593205,"",CDS,""
VC1488,1,1593214,1595340,rlmL,CDS,""
VIBCH11428,1,1595312,1595497,"",CDS,""
VCSEN_aTSS1015,1,1595365,1595365,"",misc_feature,""
VCSEN_aTSS3683,1,1595685,1595685,"",misc_feature,""
VCSEN_ancRNA248,1,1595685,1596063,"",misc_RNA,""
VC1490,1,1595800,1596342,"",CDS,""
VCSEN_aTSS1017,1,1596409,1596409,"",misc_feature,""
VC1491,1,1596497,1597507,pyrD,CDS,""
VCSEN_aTSS1019,1,1597540,1597540,"",misc_feature,""
VC1492,1,1597581,1602422,gdhB,CDS,""
VCSEN_aTSS3685,1,1602328,1602328,"",misc_feature,""
VCSEN_ancRNA249,1,1602328,1602849,"",misc_RNA,""
VCSEN_aTSS1021,1,1602495,1602495,"",misc_feature,""
VC1493,1,1602611,1602847,"",CDS,""
VC1494,1,1602881,1605487,pepN,CDS,""
VCSEN_aTSS3687,1,1605341,1605341,"",misc_feature,""
VCSEN_ancRNA250,1,1605341,1605598,"",misc_RNA,""
VCSEN_aTSS1023,1,1605550,1605550,"",misc_feature,""
VC1495,1,1605686,1606402,"",CDS,""
VC1496,1,1606511,1608508,prc,CDS,tsp
VC1497,1,1608526,1609152,proQ,CDS,""
VCSEN_aTSS1025,1,1609202,1609202,"",misc_feature,""
VC1498,1,1609253,1609726,"",CDS,""
VCSEN_aTSS3689,1,1609784,1609784,"",misc_feature,""
VC1499,1,1609812,1611608,"",CDS,""
VCSEN_aTSS1027,1,1609823,1609823,"",misc_feature,""
VCSEN_aTSS3691,1,1611153,1611153,"",misc_feature,""
VCSEN_ancRNA251,1,1611161,1611667,"",misc_RNA,""
VC1500,1,1611657,1612901,"",CDS,""
VCSEN_aTSS1029,1,1611667,1611667,"",misc_feature,""
VC1501,1,1612911,1615550,"",CDS,""
VCSEN_ancRNA252,1,1614319,1614520,"",misc_RNA,""
VCSEN_aTSS1031,1,1614520,1614520,"",misc_feature,""
VC1502,1,1615671,1617092,rsmF,CDS,""
VC1503,1,1617274,1618107,"",CDS,""
VCSEN_aTSS1033,1,1618132,1618132,"",misc_feature,""
VCSEN_aTSS3693,1,1618169,1618169,"",misc_feature,""
VC1504,1,1618209,1618700,"",CDS,""
VC1505,1,1618697,1619557,"",CDS,""
VC1506,1,1619550,1620026,"",CDS,""
VCSEN_aTSS1035,1,1620050,1620050,"",misc_feature,""
VCSEN_aTSS3695,1,1620276,1620276,"",misc_feature,""
VC1507,1,1620302,1621363,aroH,CDS,""
VC1508,1,1621375,1621857,"",CDS,""
VC1509,1,1621992,1622771,npdA,CDS,ycfY
VCSEN_aTSS1037,1,1622794,1622794,"",misc_feature,""
VC1510,1,1622869,1623291,"",CDS,""
VC1511,1,1623278,1624351,"",CDS,""
VC1512,1,1624352,1624960,fdhB,CDS,""
VC1513,1,1624972,1626027,fdhA,CDS,""
VC1514,1,1627838,1628035,fdhX,CDS,""
VC1515,1,1628113,1628769,"",CDS,""
VC1516,1,1628795,1630456,"",CDS,""
VC1517,1,1630655,1631257,"",CDS,""
VC1518,1,1631247,1631723,"",CDS,""
VIBCH11460,1,1631727,1631810,"",CDS,""
VCSEN_aTSS1039,1,1631748,1631748,"",misc_feature,""
VCSEN_aTSS3697,1,1631775,1631775,"",misc_feature,""
VCSEN_aTSS3699,1,1631867,1631867,"",misc_feature,""
VC1519,1,1631948,1632781,"",CDS,""
VC1520,1,1632888,1634480,"",CDS,""
VCSEN_aTSS1041,1,1634575,1634575,"",misc_feature,""
VC1521,1,1634692,1636725,"",CDS,""
VC1522,1,1636715,1638169,"",CDS,""
VCSEN_aTSS1043,1,1638235,1638235,"",misc_feature,""
VCSEN_aTSS3701,1,1638372,1638372,"",misc_feature,""
VCSEN_aTSS3703,1,1638390,1638390,"",misc_feature,""
VC1523,1,1638461,1639288,tupA,CDS,""
VC1524,1,1639295,1639993,"",CDS,""
VC1525,1,1640002,1640724,"",CDS,""
VC1526,1,1640678,1641289,mobA,CDS,"chlB, narB, mob, narb"
VC1527,1,1641286,1643106,"",CDS,""
VC1528,1,1643196,1643576,"",CDS,""
VC1529,1,1643549,1643974,"",CDS,""
VCSEN_aTSS1045,1,1643800,1643800,"",misc_feature,""
VC1530,1,1643985,1644146,"",CDS,""
VCSEN_aTSS3705,1,1644145,1644145,"",misc_feature,""
VC1531,1,1644190,1644465,"",CDS,""
VC1532,1,1644672,1645580,nagK,CDS,""
VCSEN_aTSS1047,1,1645638,1645638,"",misc_feature,""
VC1533,1,1645743,1646480,"",CDS,""
VCSEN_aTSS3707,1,1646463,1646463,"",misc_feature,""
VCSEN_aTSS1049,1,1646504,1646504,"",misc_feature,""
VC1534,1,1646580,1647371,"",CDS,""
VC1535,1,1647373,1649181,"",CDS,""
VC1536,1,1648958,1649350,"",CDS,""
VCSEN_aTSS3709,1,1649343,1649343,"",misc_feature,""
VCSEN_aTSS1051,1,1649365,1649365,"",misc_feature,""
VC1537,1,1649484,1649984,"",CDS,""
VC1538,1,1649994,1650335,"",CDS,""
VCSEN_aTSS1053,1,1650382,1650382,"",misc_feature,""
VCSEN_aTSS1055,1,1650475,1650475,"",misc_feature,""
VCSEN_aTSS1057,1,1650505,1650505,"",misc_feature,""
VCSEN_aTSS1059,1,1650566,1650566,"",misc_feature,""
VCSEN_aTSS3711,1,1650709,1650709,"",misc_feature,""
VC1539,1,1650858,1651724,"",CDS,""
VCSEN_ancRNA253,1,1651419,1651647,"",misc_RNA,""
VCSEN_aTSS1061,1,1651647,1651647,"",misc_feature,""
VCSEN_aTSS3713,1,1651855,1651855,"",misc_feature,""
VIBCH11482,1,1651882,1652085,"",CDS,""
VCSEN_aTSS3715,1,1652268,1652268,"",misc_feature,""
VC1540,1,1652340,1653713,mdtK,CDS,"ydhE, norM"
VC1541,1,1653917,1654900,"",CDS,""
VC1542,1,1654907,1655755,"",CDS,""
VC1543,1,1656062,1657240,"",CDS,""
VC1544,1,1657237,1657857,tonB,CDS,""
VC1545,1,1657857,1658261,exbD,CDS,""
VC1546,1,1658258,1658800,exbB2,CDS,""
VC1547,1,1658807,1660180,tolR,CDS,""
VC1548,1,1660180,1660938,"",CDS,""
VCSEN_aTSS1063,1,1660964,1660964,"",misc_feature,""
VC1549,1,1661257,1662561,"",CDS,""
VC1550,1,1662637,1663518,ugpA,CDS,""
VC1551,1,1663528,1664370,ugpE,CDS,""
VC1552,1,1664423,1665541,ugpC,CDS,""
VC1553,1,1665566,1666327,"",CDS,""
VCSEN_aTSS3717,1,1666223,1666223,"",misc_feature,""
VC1554,1,1666355,1667068,"",CDS,""
VC1555,1,1667144,1667614,"",CDS,""
VC1556,1,1667625,1667987,"",CDS,""
VCSEN_aTSS1065,1,1668045,1668045,"",misc_feature,""
VC1557,1,1668122,1669129,"",CDS,""
VC1558,1,1669192,1670628,bglA,CDS,""
VCSEN_aTSS1067,1,1670678,1670678,"",misc_feature,""
VCSEN_aTSS3719,1,1670835,1670835,"",misc_feature,""
VC1560,1,1671041,1673215,katG,CDS,""
VCSEN_ancRNA254,1,1672919,1673201,"",misc_RNA,""
VCSEN_aTSS1069,1,1673201,1673201,"",misc_feature,""
VCSEN_aTSS3721,1,1673276,1673276,"",misc_feature,""
VCSEN_ancRNA255,1,1673276,1673540,"",misc_RNA,""
VC1561,1,1673280,1674209,"",CDS,""
VC1562,1,1674273,1675445,"",CDS,""
VCSEN_aTSS3723,1,1675547,1675547,"",misc_feature,""
VC1563,1,1675622,1676611,"",CDS,""
VC1564,1,1676602,1676724,"",CDS,""
VC1565,1,1676745,1678004,"",CDS,""
VC1566,1,1678004,1679218,"",CDS,""
VC1567,1,1679222,1680499,"",CDS,""
VC1568,1,1680499,1681200,"",CDS,""
VC1570,1,1681274,1682266,"",CDS,""
VC1571,1,1682263,1683600,cioA,CDS,""
VCSEN_aTSS1071,1,1683659,1683659,"",misc_feature,""
VCSEN_aTSS3725,1,1684104,1684104,"",misc_feature,""
VC1572,1,1684123,1684503,"",CDS,""
VC1573,1,1684519,1685904,fumC,CDS,""
VC1574,1,1686049,1686399,"",CDS,""
VCSEN_aTSS1073,1,1686440,1686440,"",misc_feature,""
VC1575,1,1686477,1686935,"",CDS,""
VC1576,1,1686965,1687282,"",CDS,""
VC1577,1,1687438,1688259,almG,CDS,""
VC1578,1,1688261,1688497,amlF,CDS,""
VC1579,1,1688481,1690070,almE,CDS,""
VCSEN_aTSS1075,1,1690098,1690098,"",misc_feature,""
VC1580,1,1690215,1691087,"",CDS,""
VCSEN_aTSS1077,1,1691118,1691118,"",misc_feature,""
VC1581,1,1691206,1692756,"",CDS,""
VCSEN_ancRNA256,1,1692455,1692619,"",misc_RNA,""
VCSEN_aTSS1079,1,1692619,1692619,"",misc_feature,""
VC1582,1,1692681,1695269,"",CDS,""
VC1583,1,1695314,1695829,sodC,CDS,""
VC1584,1,1695869,1696435,"",CDS,""
VC1585,1,1696499,1698010,katB,CDS,""
VCSEN_aTSS1081,1,1698085,1698085,"",misc_feature,""
VCSEN_aTSS3727,1,1698392,1698392,"",misc_feature,""
VC1587,1,1698457,1698897,"",CDS,""
VC1588,1,1699073,1699954,AslR,CDS,""
VCSEN_aTSS1083,1,1699987,1699987,"",misc_feature,""
VCSEN_aTSS3729,1,1700032,1700032,"",misc_feature,""
VC1589,1,1700060,1700845,aslD,CDS,budA
VC1590,1,1700984,1702687,alsS,CDS,budB
VC1591,1,1702684,1703442,alsO,CDS,""
VCSEN_ancRNA257,1,1703075,1703517,"",misc_RNA,""
VCSEN_aTSS1085,1,1703517,1703517,"",misc_feature,""
VC1592,1,1703680,1704534,acgA,CDS,""
VCSEN_ancRNA258,1,1704025,1704984,"",misc_RNA,""
VCSEN_ancRNA627,1,1704025,1704810,"",misc_RNA,""
VC1593,1,1704617,1705906,acgB,CDS,""
VCSEN_aTSS1087,1,1704810,1704810,"",misc_feature,""
VCSEN_aTSS1089,1,1704984,1704984,"",misc_feature,""
VCSEN_ancRNA259,1,1705604,1705717,"",misc_RNA,""
VCSEN_aTSS1091,1,1705717,1705717,"",misc_feature,""
VC1594,1,1705924,1706976,galM,CDS,""
VC1595,1,1706985,1708145,galK,CDS,""
VC1596,1,1708211,1709275,galT,CDS,""
VCSEN_aTSS1093,1,1709369,1709369,"",misc_feature,""
VC1597,1,1709719,1711152,"",CDS,""
VCSEN_aTSS1095,1,1711232,1711232,"",misc_feature,""
VC1598,1,1711301,1712125,"",CDS,""
VCSEN_ancRNA260,1,1712030,1712220,"",misc_RNA,""
VCSEN_aTSS1097,1,1712220,1712220,"",misc_feature,""
VCt060,1,1712295,1712371,tRNA-Val-1,tRNA,""
VCt061,1,1712393,1712469,tRNA-Val-2,tRNA,""
VCSEN_aTSS3731,1,1712712,1712712,"",misc_feature,""
VC1599,1,1712741,1713802,"",CDS,""
VC1600,1,1713805,1714494,"",CDS,""
VCSEN_aTSS1099,1,1714521,1714521,"",misc_feature,""
VC1601,1,1714609,1715412,"",CDS,""
VCSEN_aTSS1101,1,1715468,1715468,"",misc_feature,""
VC1602,1,1715544,1716530,"",CDS,""
VCSEN_aTSS3733,1,1715622,1715622,"",misc_feature,""
VCSEN_ancRNA261,1,1715622,1715879,"",misc_RNA,""
VC1603,1,1716549,1717325,"",CDS,""
VC1604,1,1717391,1718077,"",CDS,""
VCSEN_aTSS1103,1,1717477,1717477,"",misc_feature,""
VC1605,1,1718077,1719693,"",CDS,""
VCSEN_aTSS1105,1,1718233,1718233,"",misc_feature,""
VCSEN_aTSS1107,1,1719711,1719711,"",misc_feature,""
VCSEN_aTSS3735,1,1719922,1719922,"",misc_feature,""
VCSEN_ancRNA262,1,1719922,1720346,"",misc_RNA,""
VCSEN_aTSS3737,1,1720351,1720351,"",misc_feature,""
VC1606,1,1720423,1721853,"",CDS,""
VC1607,1,1721865,1722839,"",CDS,""
VC1608,1,1722843,1724006,"",CDS,""
VC1609,1,1724003,1725151,"",CDS,""
VC1610,1,1725155,1725529,"",CDS,""
VCSEN_aTSS1109,1,1725555,1725555,"",misc_feature,""
VC1611,1,1725670,1726611,metA,CDS,""
VCSEN_aTSS3739,1,1726803,1726803,"",misc_feature,""
VC1612,1,1726820,1727533,pilF,CDS,""
VC1613,1,1727537,1727761,"",CDS,""
VCSEN_aTSS1111,1,1727950,1727950,"",misc_feature,""
VC1614,1,1727960,1729048,rlmF,CDS,""
VC1615,1,1729045,1729557,"",CDS,""
VCSEN_aTSS3741,1,1729700,1729700,"",misc_feature,""
VC1616,1,1729725,1729958,"",CDS,""
VC1617,1,1729989,1730858,"",CDS,""
VCSEN_aTSS1113,1,1730883,1730883,"",misc_feature,""
VCSEN_aTSS3743,1,1730932,1730932,"",misc_feature,""
VC1618,1,1730964,1732181,"",CDS,""
VC1619,1,1732238,1732786,"",CDS,""
VC1620,1,1732896,1737434,"",CDS,""
VCSEN_aTSS3745,1,1739844,1739844,"",misc_feature,""
VCSEN_ancRNA264,1,1739844,1740363,"",misc_RNA,""
VCSEN_aTSS3747,1,1741549,1741549,"",misc_feature,""
VCSEN_aTSS1115,1,1741562,1741562,"",misc_feature,""
VCSEN_aTSS1117,1,1741607,1741607,"",misc_feature,""
VCSEN_aTSS3749,1,1741678,1741678,"",misc_feature,""
VC1621,1,1741764,1743101,frhC,CDS,""
VC1622,1,1743103,1743741,"",CDS,""
VC1623,1,1743877,1745040,nspC,CDS,""
VC1624,1,1745276,1746520,"",CDS,""
VC1625,1,1746534,1748741,"",CDS,""
VCSEN_aTSS1119,1,1746558,1746558,"",misc_feature,""
VCSEN_aTSS1121,1,1749790,1749790,"",misc_feature,""
VC1627,1,1750016,1751164,nhaA,CDS,""
VCSEN_aTSS1123,1,1751208,1751208,"",misc_feature,""
VCSEN_aTSS1125,1,1751311,1751311,"",misc_feature,""
VCSEN_aTSS1127,1,1751382,1751382,"",misc_feature,""
VC1628,1,1751443,1752561,"",CDS,""
VCSEN_aTSS3751,1,1751872,1751872,"",misc_feature,""
VCSEN_ancRNA265,1,1751872,1752089,"",misc_RNA,""
VC1629,1,1752562,1755015,"",CDS,""
VC1630,1,1754996,1755679,"",CDS,""
VCSEN_aTSS1129,1,1755695,1755695,"",misc_feature,""
VC1631,1,1755793,1757169,"",CDS,""
VCSEN_aTSS1131,1,1757239,1757239,"",misc_feature,""
VC1632,1,1757297,1758733,"",CDS,""
